'sample #','MLII','V1'
1098,929,1004
1099,930,1004
1100,933,1004
1101,931,1005
1102,933,1004
1103,932,1004
1104,932,1004
1105,933,1005
1106,937,1003
1107,937,1001
1108,938,997
1109,937,996
1110,937,996
1111,941,998
1112,942,998
1113,944,998
1114,945,998
1115,942,998
1116,944,996
1117,948,999
1118,953,998
1119,953,1000
1120,949,1000
1121,953,999
1122,955,1001
1123,960,1003
1124,963,1004
1125,966,1006
1126,966,1006
1127,968,1003
1128,969,1005
1129,973,1005
1130,977,1006
1131,977,1006
1132,977,1005
1133,975,1006
1134,976,1005
1135,982,1004
1136,985,1001
1137,988,1001
1138,986,1000
1139,985,996
1140,986,997
1141,987,1000
1142,989,1000
1143,990,1000
1144,988,1000
1145,987,997
1146,989,997
1147,986,997
1148,986,998
1149,985,999
1150,982,996
1151,977,991
1152,972,993
1153,973,992
1154,973,995
1155,970,993
1156,965,992
1157,960,991
1158,957,992
1159,955,996
1160,959,998
1161,958,999
1162,953,996
1163,950,995
1164,950,997
1165,949,999
1166,951,1004
1167,949,1007
1168,948,1004
1169,946,1004
1170,942,1004
1171,943,1007
1172,943,1007
1173,945,1006
1174,942,1006
1175,940,1006
1176,940,1006
1177,942,1007
1178,946,1006
1179,945,1005
1180,943,1006
1181,941,1003
1182,940,1003
1183,941,1002
1184,942,1001
1185,941,1000
1186,940,1002
1187,939,1001
1188,939,1002
1189,939,1003
1190,944,1003
1191,943,1001
1192,941,1002
1193,939,1002
1194,940,1002
1195,940,1000
1196,940,998
1197,938,997
1198,938,995
1199,938,993
1200,938,996
1201,943,996
1202,943,995
1203,943,995
1204,941,994
1205,938,995
1206,940,998
1207,941,996
1208,942,995
1209,944,995
1210,941,997
1211,941,999
1212,941,1001
1213,942,1003
1214,946,1003
1215,946,1002
1216,944,1004
1217,942,1003
1218,941,1005
1219,945,1006
1220,947,1004
1221,946,1004
1222,943,1005
1223,945,1003
1224,944,1003
1225,947,1003
1226,948,1001
1227,946,999
1228,944,999
1229,941,998
1230,942,998
1231,944,999
1232,944,998
1233,942,999
1234,940,998
1235,943,998
1236,942,999
1237,944,999
1238,944,999
1239,945,995
1240,944,995
1241,941,993
1242,940,994
1243,941,996
1244,942,995
1245,940,993
1246,940,993
1247,940,993
1248,938,995
1249,941,993
1250,945,993
1251,944,993
1252,943,997
1253,940,996
1254,937,999
1255,939,998
1256,940,1002
1257,941,1002
1258,943,1001
1259,942,1000
1260,938,1004
1261,938,1005
1262,945,1004
1263,942,1005
1264,940,1003
1265,939,1002
1266,941,999
1267,943,1002
1268,942,1003
1269,943,1001
1270,941,1001
1271,941,998
1272,941,997
1273,943,999
1274,947,999
1275,942,1000
1276,940,998
1277,938,998
1278,940,997
1279,942,997
1280,944,1001
1281,943,999
1282,940,998
1283,940,993
1284,938,994
1285,941,992
1286,944,993
1287,942,994
1288,943,992
1289,943,992
1290,941,992
1291,944,992
1292,942,994
1293,942,994
1294,940,992
1295,942,993
1296,943,994
1297,946,995
1298,949,997
1299,949,998
1300,949,999
1301,949,1002
1302,949,1002
1303,951,1002
1304,955,1005
1305,955,1004
1306,954,1004
1307,949,1003
1308,950,1001
1309,957,1003
1310,966,1005
1311,970,1005
1312,974,1003
1313,977,1001
1314,979,999
1315,979,1000
1316,979,999
1317,975,997
1318,975,998
1319,972,995
1320,970,995
1321,969,997
1322,970,998
1323,969,998
1324,966,996
1325,962,992
1326,961,990
1327,960,993
1328,960,992
1329,958,993
1330,953,989
1331,948,987
1332,946,989
1333,945,988
1334,947,989
1335,944,990
1336,944,988
1337,940,988
1338,937,988
1339,939,989
1340,942,990
1341,940,994
1342,940,993
1343,938,993
1344,937,994
1345,938,996
1346,941,998
1347,939,997
1348,937,998
1349,936,996
1350,939,998
1351,938,999
1352,940,1000
1353,942,1000
1354,940,1000
1355,938,996
1356,933,997
1357,932,996
1358,930,996
1359,926,996
1360,929,995
1361,941,995
1362,970,995
1363,1015,996
1364,1060,996
1365,1110,997
1366,1168,993
1367,1220,988
1368,1244,982
1369,1232,974
1370,1182,966
1371,1120,964
1372,1059,966
1373,1009,972
1374,978,978
1375,968,988
1376,963,990
1377,953,988
1378,948,986
1379,945,988
1380,945,988
1381,945,990
1382,944,988
1383,938,986
1384,933,988
1385,930,989
1386,927,989
1387,927,991
1388,927,991
1389,923,992
1390,922,994
1391,923,995
1392,921,999
1393,924,998
1394,926,998
1395,926,997
1396,925,997
1397,922,998
1398,919,998
1399,922,1001
1400,926,996
1401,926,995
1402,927,994
1403,926,996
1404,923,995
1405,924,994
1406,927,996
1407,926,995
1408,926,994
1409,925,991
1410,927,992
1411,927,995
1412,927,992
1413,927,992
1414,926,989
1415,926,992
1416,927,994
1417,930,993
1418,930,989
1419,928,988
1420,929,986
1421,926,986
1422,926,990
1423,930,992
1424,933,988
1425,934,987
1426,933,984
1427,932,987
1428,930,990
1429,932,990
1430,933,991
1431,935,989
1432,931,987
1433,930,990
1434,932,994
1435,934,995
1436,938,996
1437,937,993
1438,939,994
1439,938,995
1440,937,997
1441,938,999
1442,940,998
1443,940,994
1444,940,994
1445,939,994
1446,942,997
1447,946,995
1448,949,994
1449,948,992
1450,950,992
1451,950,990
1452,948,992
1453,950,992
1454,953,991
1455,955,991
1456,953,987
1457,955,989
1458,956,988
1459,961,989
1460,964,988
1461,965,985
1462,968,984
1463,968,982
1464,970,982
1465,974,985
1466,975,982
1467,975,979
1468,977,981
1469,978,980
1470,977,982
1471,979,986
1472,983,984
1473,985,984
1474,985,981
1475,985,981
1476,984,983
1477,988,987
1478,990,987
1479,990,986
1480,990,983
1481,987,984
1482,987,985
1483,989,993
1484,991,994
1485,991,993
1486,988,989
1487,988,985
1488,987,991
1489,985,993
1490,983,994
1491,978,995
1492,976,990
1493,975,986
1494,971,989
1495,970,993
1496,970,991
1497,967,990
1498,963,987
1499,961,987
1500,961,989
1501,961,993
1502,962,994
1503,961,992
1504,960,988
1505,957,987
1506,956,988
1507,956,992
1508,957,991
1509,956,988
1510,955,985
1511,952,980
1512,951,984
1513,953,987
1514,954,990
1515,955,988
1516,952,984
1517,949,982
1518,950,987
1519,950,988
1520,951,991
1521,952,990
1522,951,984
1523,949,987
1524,951,990
1525,954,992
1526,958,994
1527,955,995
1528,954,992
1529,954,991
1530,954,992
1531,955,997
1532,958,1002
1533,957,999
1534,956,997
1535,953,994
1536,951,995
1537,956,998
1538,958,999
1539,957,997
1540,956,993
1541,955,988
1542,955,992
1543,956,993
1544,960,993
1545,958,993
1546,956,991
1547,958,990
1548,957,988
1549,957,991
1550,958,994
1551,957,994
1552,957,990
1553,957,988
1554,957,986
1555,959,986
1556,962,989
1557,961,987
1558,959,983
1559,960,984
1560,957,982
1561,960,985
1562,962,987
1563,961,988
1564,960,985
1565,960,982
1566,960,983
1567,960,984
1568,962,988
1569,960,991
1570,960,990
1571,958,992
1572,956,989
1573,960,995
1574,962,994
1575,962,994
1576,959,995
1577,957,991
1578,957,993
1579,961,995
1580,961,997
1581,958,995
1582,958,996
1583,958,994
1584,958,992
1585,958,992
1586,962,992
1587,960,991
1588,958,992
1589,958,990
1590,958,991
1591,959,992
1592,961,990
1593,960,992
1594,959,991
1595,958,990
1596,957,992
1597,959,993
1598,963,991
1599,961,991
1600,960,988
1601,958,987
1602,958,987
1603,961,987
1604,961,986
1605,962,985
1606,959,983
1607,959,985
1608,959,985
1609,961,989
1610,962,988
1611,961,986
1612,960,985
1613,959,987
1614,960,990
1615,961,991
1616,961,992
1617,962,993
1618,959,990
1619,958,995
1620,959,998
1621,959,999
1622,962,997
1623,964,996
1624,960,993
1625,960,994
1626,958,998
1627,959,1000
1628,962,998
1629,960,996
1630,961,992
1631,961,992
1632,960,993
1633,959,996
1634,962,996
1635,963,994
1636,962,989
1637,960,987
1638,958,991
1639,961,993
1640,965,995
1641,966,994
1642,966,989
1643,962,990
1644,964,992
1645,967,995
1646,968,995
1647,968,991
1648,969,987
1649,967,987
1650,969,987
1651,974,990
1652,980,990
1653,984,990
1654,984,986
1655,988,985
1656,993,988
1657,998,994
1658,999,990
1659,998,993
1660,991,989
1661,988,986
1662,986,991
1663,985,993
1664,986,996
1665,984,996
1666,981,993
1667,980,993
1668,979,995
1669,978,999
1670,981,998
1671,977,999
1672,973,997
1673,972,995
1674,967,996
1675,965,999
1676,962,1000
1677,962,999
1678,959,996
1679,957,995
1680,953,992
1681,954,993
1682,954,996
1683,952,998
1684,952,994
1685,950,990
1686,949,989
1687,952,994
1688,954,999
1689,954,997
1690,950,994
1691,947,990
1692,947,989
1693,949,989
1694,952,990
1695,950,989
1696,950,987
1697,950,985
1698,949,984
1699,946,987
1700,947,989
1701,943,992
1702,938,992
1703,938,989
1704,941,987
1705,964,990
1706,997,992
1707,1039,994
1708,1079,993
1709,1127,991
1710,1181,987
1711,1219,986
1712,1224,980
1713,1188,972
1714,1130,967
1715,1077,968
1716,1024,974
1717,984,983
1718,970,996
1719,964,1002
1720,957,1001
1721,950,999
1722,950,1000
1723,952,996
1724,951,996
1725,946,997
1726,941,995
1727,933,994
1728,928,993
1729,930,994
1730,931,997
1731,928,998
1732,929,996
1733,924,995
1734,925,995
1735,927,993
1736,926,993
1737,926,995
1738,924,995
1739,921,992
1740,921,991
1741,924,988
1742,927,988
1743,927,992
1744,926,991
1745,922,990
1746,920,991
1747,920,991
1748,922,992
1749,925,989
1750,926,988
1751,924,989
1752,924,992
1753,921,993
1754,921,993
1755,920,994
1756,920,997
1757,920,996
1758,919,1000
1759,923,1000
1760,924,999
1761,926,997
1762,921,998
1763,921,996
1764,917,1000
1765,922,1003
1766,921,1002
1767,921,1000
1768,916,1000
1769,915,999
1770,920,1001
1771,922,1001
1772,927,1001
1773,927,999
1774,925,995
1775,922,993
1776,919,997
1777,922,999
1778,924,1002
1779,925,998
1780,922,994
1781,923,995
1782,924,994
1783,929,998
1784,926,1000
1785,928,995
1786,927,992
1787,925,987
1788,925,988
1789,925,992
1790,925,992
1791,926,993
1792,925,990
1793,927,986
1794,930,987
1795,934,992
1796,936,994
1797,936,993
1798,934,989
1799,931,987
1800,933,994
1801,935,994
1802,941,997
1803,940,999
1804,942,995
1805,941,995
1806,942,996
1807,945,1002
1808,950,1005
1809,951,1004
1810,953,1001
1811,952,997
1812,950,996
1813,953,1000
1814,960,1003
1815,963,1001
1816,960,997
1817,959,993
1818,958,992
1819,961,995
1820,965,996
1821,964,996
1822,968,992
1823,967,989
1824,968,989
1825,969,995
1826,971,995
1827,971,994
1828,970,993
1829,968,990
1830,966,988
1831,965,990
1832,965,992
1833,963,992
1834,960,986
1835,960,985
1836,957,987
1837,958,990
1838,957,995
1839,952,992
1840,953,993
1841,951,988
1842,948,989
1843,943,996
1844,943,999
1845,941,999
1846,936,996
1847,937,994
1848,935,999
1849,936,1002
1850,940,1007
1851,939,1006
1852,935,1000
1853,934,1000
1854,932,1001
1855,935,1005
1856,934,1008
1857,933,1007
1858,931,1003
1859,930,1003
1860,931,1002
1861,936,1003
1862,936,1004
1863,932,1002
1864,931,998
1865,931,996
1866,933,998
1867,933,1002
1868,928,1002
1869,926,1003
1870,928,1000
1871,928,997
1872,923,998
1873,927,1002
1874,932,1005
1875,933,1001
1876,931,996
1877,928,992
1878,926,993
1879,931,997
1880,937,996
1881,938,998
1882,933,993
1883,927,990
1884,926,996
1885,932,999
1886,935,999
1887,934,999
1888,930,996
1889,927,998
1890,930,999
1891,934,1006
1892,935,1006
1893,936,1007
1894,939,1004
1895,932,1004
1896,932,1004
1897,933,1008
1898,933,1010
1899,933,1006
1900,934,1004
1901,932,1003
1902,933,1005
1903,936,1009
1904,938,1006
1905,938,1002
1906,935,999
1907,934,999
1908,934,1000
1909,935,1005
1910,935,1006
1911,932,1003
1912,930,999
1913,932,1000
1914,931,1002
1915,934,1006
1916,935,1006
1917,938,1003
1918,935,997
1919,932,996
1920,932,998
1921,937,999
1922,936,1000
1923,938,997
1924,939,991
1925,935,997
1926,933,997
1927,931,1002
1928,931,1000
1929,930,997
1930,932,997
1931,933,999
1932,935,1002
1933,935,1004
1934,933,1006
1935,934,1005
1936,935,1004
1937,934,1004
1938,930,1009
1939,928,1011
1940,933,1007
1941,937,1006
1942,936,1003
1943,934,1005
1944,930,1008
1945,931,1010
1946,935,1006
1947,935,1002
1948,931,1002
1949,930,1001
1950,931,1004
1951,931,1005
1952,931,1006
1953,929,1001
1954,928,1000
1955,928,1000
1956,929,1004
1957,929,1004
1958,933,1004
1959,932,1001
1960,930,1000
1961,928,1001
1962,928,1001
1963,932,1002
1964,932,1000
1965,932,1000
1966,932,999
1967,932,996
1968,930,998
1969,934,1000
1970,936,999
1971,940,999
1972,941,997
1973,939,999
1974,939,1002
1975,940,1004
1976,943,1003
1977,946,1004
1978,944,1006
1979,941,1006
1980,944,1010
1981,951,1010
1982,960,1011
1983,966,1009
1984,963,1006
1985,955,1009
1986,947,1007
1987,955,1008
1988,956,1007
1989,959,1008
1990,954,1007
1991,948,1004
1992,944,1003
1993,946,1002
1994,948,1002
1995,944,1003
1996,943,1002
1997,938,1002
1998,934,1002
1999,933,1003
2000,934,1004
2001,932,1004
2002,930,1006
2003,929,1000
2004,926,997
2005,929,998
2006,930,999
2007,931,999
2008,931,1001
2009,929,998
2010,930,995
2011,933,997
2012,932,999
2013,923,996
2014,914,999
2015,914,996
2016,917,998
2017,924,1001
2018,931,1004
2019,934,1006
2020,929,1005
2021,922,1003
2022,917,1005
2023,915,1007
2024,920,1009
2025,919,1013
2026,919,1012
2027,916,1008
2028,917,1009
2029,932,1011
2030,962,1013
2031,1008,1013
2032,1061,1011
2033,1119,1005
2034,1180,1000
2035,1229,997
2036,1237,993
2037,1194,988
2038,1127,986
2039,1065,987
2040,1005,994
2041,966,1005
2042,948,1012
2043,943,1014
2044,931,1007
2045,927,1002
2046,923,1001
2047,923,1004
2048,923,1005
2049,923,1003
2050,916,1002
2051,911,997
2052,906,997
2053,909,1000
2054,913,1002
2055,913,1003
2056,912,1003
2057,911,996
2058,907,999
2059,909,999
2060,911,1003
