'sample #','MLII','V1'
274,900,897
275,898,895
276,896,895
277,895,893
278,890,892
279,887,889
280,886,892
281,885,891
282,882,894
283,881,895
284,879,896
285,877,896
286,879,896
287,875,896
288,873,892
289,873,892
290,872,889
291,869,889
292,867,889
293,868,889
294,868,891
295,871,892
296,871,894
297,873,895
298,872,895
299,873,894
300,870,892
301,869,890
302,866,889
303,866,889
304,866,890
305,866,892
306,868,894
307,869,894
308,868,895
309,871,896
310,871,895
311,871,893
312,870,890
313,865,892
314,866,891
315,865,890
316,864,890
317,864,893
318,865,895
319,866,895
320,865,896
321,866,899
322,864,896
323,864,894
324,863,892
325,863,891
326,860,892
327,859,889
328,856,890
329,857,891
330,858,892
331,859,894
332,859,897
333,860,898
334,859,895
335,858,893
336,858,891
337,857,893
338,856,890
339,854,888
340,853,890
341,853,889
342,855,892
343,855,893
344,854,892
345,858,894
346,858,893
347,856,891
348,857,890
349,854,889
350,852,885
351,853,887
352,851,886
353,850,889
354,853,888
355,853,891
356,855,892
357,854,892
358,853,890
359,854,889
360,852,889
361,856,888
362,852,886
363,851,884
364,851,885
365,850,887
366,853,889
367,856,891
368,856,890
369,857,892
370,856,891
371,856,888
372,856,886
373,857,887
374,853,886
375,852,885
376,854,884
377,853,886
378,856,887
379,857,890
380,858,890
381,860,891
382,859,890
383,858,889
384,857,887
385,857,884
386,858,884
387,854,885
388,851,883
389,854,884
390,856,887
391,857,885
392,860,889
393,861,888
394,861,886
395,863,887
396,860,885
397,859,883
398,859,882
399,858,882
400,858,883
401,859,883
402,859,887
403,860,889
404,860,888
405,861,890
406,863,889
407,863,888
408,861,885
409,859,883
410,857,883
411,856,883
412,856,881
413,857,884
414,857,887
415,858,888
416,859,888
417,861,888
418,862,889
419,863,886
420,860,886
421,859,885
422,858,881
423,859,883
424,858,881
425,859,883
426,859,886
427,861,886
428,861,888
429,866,889
430,864,888
431,862,888
432,861,887
433,863,885
434,860,883
435,861,882
436,859,883
437,859,884
438,859,884
439,861,889
440,864,889
441,864,889
442,862,887
443,863,885
444,862,886
445,860,885
446,861,885
447,862,884
448,864,887
449,865,888
450,866,890
451,870,890
452,872,887
453,875,887
454,875,884
455,874,880
456,873,874
457,870,870
458,868,869
459,867,864
460,869,864
461,872,867
462,872,870
463,873,874
464,876,876
465,877,875
466,875,875
467,874,873
468,874,872
469,873,872
470,872,872
471,873,871
472,874,875
473,871,878
474,871,883
475,872,886
476,872,889
477,872,891
478,869,888
479,868,888
480,867,883
481,864,880
482,863,881
483,861,881
484,862,879
485,860,881
486,862,885
487,864,885
488,863,886
489,867,885
490,866,884
491,867,886
492,864,887
493,864,885
494,864,887
495,864,890
496,863,889
497,866,891
498,868,888
499,872,882
500,878,870
501,884,846
502,893,813
503,903,774
504,925,730
505,948,685
506,972,653
507,993,633
508,1012,638
509,1027,661
510,1035,695
511,1043,734
512,1052,770
513,1060,799
514,1064,820
515,1060,837
516,1051,851
517,1038,862
518,1022,874
519,1003,879
520,979,883
521,961,886
522,943,891
523,924,892
524,912,893
525,901,897
526,896,899
527,887,897
528,880,899
529,875,896
530,872,896
531,870,896
532,868,895
533,868,897
534,870,902
535,872,901
536,874,904
537,877,903
538,879,903
539,877,902
540,875,900
541,874,900
542,874,899
543,873,900
544,874,899
545,874,901
546,872,902
547,876,903
548,876,906
549,880,907
550,882,904
551,882,904
552,879,903
553,879,901
554,878,900
555,879,899
556,875,899
557,879,899
558,875,903
559,880,904
560,881,906
561,884,908
562,885,908
563,885,906
564,883,903
565,881,904
566,881,900
567,882,899
568,880,900
569,880,899
570,881,902
571,881,904
572,884,905
573,888,906
574,886,904
575,885,903
576,888,904
577,887,901
578,884,902
579,883,899
580,885,900
581,886,901
582,887,904
583,888,906
584,889,908
585,894,907
586,893,905
587,893,906
588,889,905
589,892,901
590,892,900
591,892,899
592,893,898
593,891,902
594,892,904
595,895,905
596,897,906
597,897,906
598,897,907
599,900,905
600,899,901
601,899,900
602,897,901
603,897,896
604,895,898
605,894,898
606,895,901
607,898,901
608,900,902
609,901,902
610,897,902
611,896,899
612,896,898
613,895,894
614,892,894
615,888,892
616,889,894
617,889,892
618,887,895
619,886,894
620,886,896
621,887,893
622,886,894
623,888,894
624,882,890
625,880,891
626,881,890
627,874,886
628,871,886
629,872,889
630,871,888
631,869,888
632,868,892
633,867,893
634,867,892
635,868,891
636,867,888
637,865,887
638,860,887
639,859,885
640,859,886
641,857,889
642,857,889
643,859,889
644,859,891
645,861,892
646,861,890
647,861,892
648,862,889
649,856,888
650,854,887
651,855,887
652,854,888
653,853,888
654,854,891
655,855,891
656,855,894
657,859,894
658,859,894
659,860,893
660,860,892
661,855,892
662,854,892
663,854,891
664,850,893
665,850,895
666,851,899
667,852,900
668,852,902
669,856,899
670,855,897
671,855,892
672,854,892
673,853,888
674,851,893
675,850,892
676,849,893
677,849,893
678,848,892
679,849,896
680,850,896
681,852,897
682,852,897
683,850,900
684,852,896
685,849,898
686,847,898
687,846,895
688,845,894
689,844,894
690,846,895
691,845,897
692,847,900
693,849,903
694,847,903
695,849,900
696,847,895
697,845,891
698,845,887
699,844,884
700,843,884
701,844,884
702,845,890
703,845,893
704,849,895
705,849,898
706,849,899
707,851,900
708,850,901
709,850,902
710,848,899
711,846,896
712,845,889
713,846,886
714,846,880
715,846,880
716,847,882
717,850,884
718,851,887
719,851,888
720,848,888
721,848,888
722,847,883
723,845,885
724,843,886
725,842,889
726,843,891
727,847,893
728,845,893
729,851,894
730,851,892
731,852,892
732,849,892
733,847,891
734,844,888
735,843,887
736,844,886
737,846,889
738,845,887
739,844,890
740,845,892
741,845,892
742,845,892
743,845,893
744,845,896
745,846,893
746,841,890
747,843,891
748,842,890
749,841,889
750,840,892
751,840,891
752,841,894
753,840,894
754,842,894
755,842,893
756,840,892
757,840,894
758,835,897
759,833,897
760,832,899
761,830,902
762,830,902
763,828,900
764,829,899
765,828,895
766,830,893
767,833,890
768,832,888
769,829,891
770,828,899
771,826,904
772,826,904
773,824,898
774,825,889
775,825,878
776,827,876
777,826,880
778,825,886
779,823,892
780,823,899
781,823,902
782,820,895
783,820,888
784,820,878
785,819,875
786,820,876
787,819,880
788,822,886
789,822,892
790,822,894
791,825,894
792,824,893
793,824,890
794,821,888
795,820,887
796,816,886
797,817,889
798,818,889
799,818,892
800,820,895
801,823,897
802,823,899
803,822,901
804,819,903
805,818,905
806,820,903
807,819,901
808,821,892
809,822,889
810,824,888
811,825,894
812,825,901
813,828,898
814,831,886
815,831,871
816,828,858
817,826,850
818,825,854
819,823,861
820,822,869
821,825,876
822,825,882
823,825,881
824,825,882
825,826,881
826,825,880
827,826,879
828,825,879
829,824,880
830,826,882
831,824,883
832,823,884
833,823,888
834,821,890
835,819,887
836,821,888
837,817,885
838,817,888
839,817,886
840,813,886
841,810,883
842,808,886
843,808,888
844,809,885
845,811,883
846,811,885
847,812,884
848,812,884
849,812,887
850,812,887
851,814,888
852,813,890
853,813,893
854,814,892
855,812,896
856,814,897
857,814,891
858,818,882
859,822,872
860,826,853
861,837,831
862,851,801
863,864,763
864,884,725
865,899,689
866,917,656
867,935,642
868,952,641
869,967,660
870,977,692
871,986,728
872,993,761
873,1003,787
874,1008,807
875,1010,824
876,1000,841
877,989,856
878,974,870
879,953,880
880,927,884
881,904,890
882,883,891
883,864,895
884,850,897
885,840,898
886,830,897
887,827,898
888,822,897
889,815,899
890,813,896
891,812,898
892,809,891
893,810,895
894,816,897
895,817,901
896,820,902
897,820,904
898,823,903
899,821,903
900,821,904
901,822,906
902,821,905
903,818,901
904,820,896
905,820,891
906,821,892
907,823,895
908,826,898
909,828,902
910,827,906
911,828,906
912,829,906
913,825,899
914,825,893
915,827,890
916,826,893
917,827,895
918,828,901
919,829,900
920,830,903
921,833,904
922,835,904
923,836,901
924,835,898
925,834,898
926,834,896
927,830,897
928,827,897
929,826,899
930,831,899
931,832,903
932,835,903
933,836,901
934,837,901
935,836,900
936,836,897
937,838,895
938,838,894
939,838,895
940,835,897
941,838,903
942,838,905
943,840,903
944,841,906
945,842,909
946,843,906
947,845,904
948,844,901
949,844,897
950,843,893
951,842,893
952,842,896
953,844,898
954,845,899
955,849,897
956,849,898
957,853,898
958,854,900
959,854,899
960,853,900
961,854,899
962,853,898
963,852,896
964,852,891
965,853,892
966,853,895
967,854,895
968,854,898
969,855,898
970,858,895
971,856,895
972,856,895
973,855,892
974,853,888
975,851,891
976,849,889
977,848,894
978,850,893
979,851,894
980,852,896
981,852,896
982,851,891
983,847,891
984,847,890
985,847,892
986,843,892
987,839,891
988,841,888
989,841,888
990,838,889
991,835,891
992,834,893
993,835,896
994,834,892
995,833,889
996,833,887
997,831,882
998,827,883
999,824,884
1000,826,886
1001,824,893
1002,826,893
1003,827,893
1004,829,894
1005,830,891
1006,828,886
1007,830,883
1008,829,886
1009,827,888
1010,822,889
1011,822,887
1012,824,887
1013,827,887
1014,828,886
1015,830,888
1016,831,892
1017,833,892
1018,831,891
1019,830,888
1020,828,887
1021,826,891
1022,826,888
1023,825,886
1024,823,888
1025,824,889
1026,825,893
1027,826,896
1028,828,898
1029,830,897
1030,829,893
1031,827,894
1032,824,892
1033,822,888
1034,821,890
1035,821,889
1036,821,889
1037,821,892
1038,821,893
1039,822,893
1040,823,896
1041,824,897
1042,824,896
1043,823,894
1044,823,893
1045,822,892
1046,820,890
1047,819,890
1048,818,891
1049,819,890
1050,820,891
1051,822,889
1052,822,891
1053,824,890
1054,825,890
1055,825,889
1056,822,890
1057,822,889
1058,821,888
1059,821,889
1060,821,886
1061,821,890
1062,822,893
1063,824,893
1064,825,894
1065,824,892
1066,824,892
1067,825,891
1068,824,890
1069,823,887
1070,823,887
1071,817,885
1072,819,885
1073,821,888
1074,822,889
1075,825,890
1076,827,891
1077,831,890
1078,829,885
1079,829,886
1080,827,882
1081,827,881
1082,824,883
1083,824,885
1084,827,886
1085,829,887
1086,831,889
1087,829,891
1088,834,891
1089,833,888
1090,834,888
1091,834,888
1092,833,887
1093,833,886
1094,831,883
1095,831,884
1096,829,882
1097,831,887
1098,833,889
1099,835,890
1100,837,889
1101,839,887
1102,834,885
1103,835,888
1104,838,888
1105,837,885
1106,835,885
1107,830,882
1108,832,883
1109,834,883
1110,833,886
1111,834,887
1112,838,886
1113,839,884
1114,839,885
1115,841,885
1116,841,883
1117,838,884
1118,836,886
1119,836,887
1120,835,888
1121,837,886
1122,838,885
1123,839,885
1124,839,886
1125,841,886
1126,841,886
1127,842,886
1128,841,886
1129,839,884
1130,833,883
1131,835,882
1132,835,883
1133,835,884
1134,838,885
1135,841,884
1136,845,884
1137,845,885
1138,845,884
1139,842,885
1140,844,886
1141,841,882
1142,841,882
1143,839,882
1144,840,881
1145,841,884
1146,841,885
1147,845,888
1148,846,889
1149,848,889
1150,847,890
1151,848,892
1152,850,888
1153,849,886
1154,851,884
1155,853,883
1156,854,881
1157,855,880
1158,856,881
1159,855,882
1160,857,881
1161,856,878
1162,859,871
1163,859,868
1164,858,865
1165,860,865
1166,859,866
1167,857,868
1168,857,870
1169,858,874
1170,858,876
1171,861,878
1172,860,880
1173,863,881
1174,862,878
1175,863,878
1176,863,878
1177,860,880
1178,858,879
1179,855,880
1180,853,881
1181,853,881
1182,852,884
1183,852,885
1184,854,887
1185,852,887
1186,852,886
1187,854,887
1188,854,884
1189,853,879
1190,852,879
1191,851,880
1192,845,884
1193,848,886
1194,849,888
1195,851,890
1196,852,891
1197,857,893
1198,860,893
1199,862,893
1200,861,889
1201,860,881
1202,860,870
1203,864,848
1204,874,826
1205,885,795
1206,900,762
1207,917,732
1208,941,701
1209,964,677
1210,986,661
1211,1006,656
1212,1019,668
1213,1032,693
1214,1038,719
1215,1043,751
1216,1050,778
1217,1056,802
1218,1059,817
1219,1059,836
1220,1052,849
1221,1042,861
1222,1028,876
1223,1013,882
1224,996,886
1225,976,887
1226,958,886
1227,938,890
1228,920,887
1229,906,892
1230,894,896
1231,884,898
1232,878,900
1233,872,901
1234,868,901
1235,864,900
1236,864,900
1237,864,899
1238,863,896
1239,863,896
1240,864,898
1241,866,903
1242,866,904
1243,866,906
1244,866,906
1245,869,907
1246,870,905
1247,870,902
1248,869,899
1249,868,897
1250,866,897
1251,868,897
1252,869,901
1253,871,900
1254,870,901
1255,871,905
1256,871,905
1257,872,907
1258,873,906
1259,871,905
1260,871,902
1261,873,900
1262,871,900
1263,873,897
1264,873,899
1265,874,900
1266,874,903
1267,875,902
1268,876,905
1269,878,906
1270,879,905
1271,879,905
1272,878,902
1273,877,902
1274,875,902
1275,876,900
1276,876,900
1277,878,901
1278,879,903
1279,878,905
1280,881,907
1281,882,906
1282,881,906
1283,882,904
1284,879,903
1285,881,904
1286,881,902
1287,880,901
1288,879,899
1289,881,903
1290,881,900
1291,883,903
1292,884,904
1293,887,905
1294,888,903
1295,888,904
1296,888,903
1297,886,904
1298,887,902
1299,886,902
1300,885,901
1301,885,903
1302,888,906
1303,889,903
1304,891,905
1305,894,905
1306,892,902
1307,894,899
1308,892,900
1309,891,901
1310,892,899
1311,890,898
1312,890,898
1313,890,900
1314,889,901
1315,891,901
1316,891,901
1317,891,901
1318,891,898
1319,891,899
1320,888,895
1321,887,895
1322,884,896
1323,882,895
1324,881,896
1325,880,895
1326,880,894
1327,881,895
1328,880,894
1329,880,893
1330,875,894
1331,874,893
1332,870,892
1333,869,889
1334,864,891
1335,860,888
1336,860,890
1337,862,894
1338,860,896
1339,860,898
1340,860,899
1341,860,899
1342,858,897
1343,859,894
1344,857,893
1345,854,894
1346,854,895
1347,852,892
1348,855,894
1349,857,894
1350,857,896
1351,857,896
1352,858,897
1353,857,896
1354,856,895
1355,857,896
1356,857,894
1357,855,893
1358,857,893
1359,853,894
1360,856,897
1361,857,898
1362,855,899
1363,858,897
1364,853,898
1365,853,895
1366,857,893
1367,855,895
1368,856,891
1369,855,894
1370,854,895
1371,852,895
1372,852,896
1373,850,897
1374,851,900
1375,853,903
1376,855,906
1377,855,903
1378,854,902
1379,854,900
1380,853,899
1381,850,896
1382,846,894
1383,847,897
1384,847,900
1385,846,902
1386,848,900
1387,848,901
1388,853,903
1389,853,901
1390,853,899
1391,850,899
1392,851,897
1393,849,898
1394,849,895
1395,850,897
1396,847,898
1397,847,898
1398,847,900
1399,848,901
1400,850,901
1401,852,903
1402,853,902
1403,854,902
1404,851,901
1405,849,899
1406,847,897
1407,846,897
1408,847,896
1409,850,896
1410,850,900
1411,853,902
1412,851,903
1413,854,903
1414,854,902
1415,855,898
1416,855,895
1417,853,892
1418,853,892
1419,850,892
1420,851,896
1421,851,896
1422,855,897
1423,855,901
1424,857,902
1425,860,903
1426,861,902
1427,860,900
1428,856,897
1429,857,897
1430,856,894
1431,857,894
1432,857,896
1433,858,899
1434,859,905
1435,860,907
1436,864,906
1437,864,903
1438,862,898
1439,862,895
1440,862,893
1441,861,890
1442,861,891
1443,858,895
1444,860,897
1445,858,899
1446,861,899
1447,862,901
1448,866,904
1449,868,905
1450,868,903
1451,866,900
1452,866,899
1453,863,898
1454,863,896
1455,862,895
1456,863,895
1457,861,898
1458,865,901
1459,867,903
1460,869,905
1461,870,904
1462,868,902
1463,869,900
1464,866,897
1465,866,896
1466,867,897
1467,864,897
1468,863,898
1469,862,900
1470,865,901
1471,867,901
1472,871,903
1473,870,903
1474,871,902
1475,868,900
1476,869,900
1477,867,898
1478,864,896
1479,864,896
1480,863,895
1481,867,896
1482,869,898
1483,871,903
1484,874,905
1485,875,904
1486,874,905
1487,874,903
1488,874,897
1489,873,894
1490,871,893
1491,869,892
1492,868,895
1493,870,898
1494,871,899
1495,872,902
1496,873,904
1497,877,906
1498,876,903
1499,876,905
1500,875,904
1501,875,904
1502,875,899
1503,872,898
1504,874,896
1505,873,900
1506,877,902
1507,880,904
1508,882,906
1509,885,905
1510,885,903
1511,883,899
1512,883,896
1513,880,896
1514,883,892
1515,883,888
1516,884,887
1517,885,887
1518,887,887
1519,889,888
1520,889,889
1521,890,888
1522,891,888
1523,887,889
1524,885,889
1525,885,889
1526,885,891
1527,887,894
1528,886,895
1529,888,899
1530,890,901
1531,889,902
1532,887,904
1533,888,904
1534,885,905
1535,881,904
1536,881,901
1537,878,900
1538,877,899
1539,876,899
1540,874,900
1541,875,903
1542,877,904
1543,878,904
1544,880,906
1545,881,907
1546,884,907
1547,881,907
1548,879,905
1549,881,905
1550,879,905
1551,878,902
1552,879,903
1553,880,904
1554,885,900
1555,888,888
1556,894,867
1557,907,842
1558,921,813
1559,941,779
1560,964,744
1561,990,716
1562,1017,698
1563,1044,695
1564,1065,706
1565,1081,726
1566,1092,751
1567,1099,779
1568,1104,805
1569,1111,829
1570,1110,849
1571,1105,860
1572,1092,874
1573,1078,885
1574,1064,892
1575,1050,895
1576,1034,899
1577,1017,900
1578,998,902
1579,980,910
1580,964,915
1581,947,920
1582,928,921
1583,913,917
1584,898,907
1585,890,903
1586,883,900
1587,882,902
1588,882,908
1589,885,912
1590,885,916
1591,889,918
1592,893,918
1593,894,917
1594,896,916
1595,893,913
1596,892,913
1597,890,912
1598,888,910
1599,888,911
1600,889,916
1601,888,917
1602,890,918
1603,891,921
1604,893,919
1605,895,918
1606,894,914
1607,892,913
1608,891,910
1609,891,912
1610,890,909
1611,891,913
1612,891,915
1613,891,916
1614,891,916
1615,893,916
1616,892,914
1617,892,917
1618,892,912
1619,894,912
1620,896,912
1621,895,915
1622,895,917
1623,895,918
1624,893,916
1625,894,912
1626,894,907
1627,894,902
1628,896,906
1629,896,908
1630,901,910
1631,901,915
1632,901,913
1633,898,912
1634,896,910
1635,894,911
1636,893,911
1637,894,912
1638,897,915
1639,898,917
1640,897,920
1641,900,920
1642,899,915
1643,900,910
1644,899,908
1645,898,906
1646,899,906
1647,897,909
1648,896,911
1649,896,914
1650,897,915
1651,901,915
1652,899,916
1653,902,912
1654,903,912
1655,902,912
1656,900,906
1657,898,906
1658,895,905
1659,897,906
1660,896,907
1661,896,911
1662,896,915
1663,898,914
1664,897,915
1665,901,914
1666,901,914
1667,900,914
1668,897,911
1669,896,912
1670,894,911
1671,891,911
1672,888,913
1673,887,905
1674,887,899
1675,888,895
1676,887,898
1677,887,901
1678,885,903
1679,883,909
1680,878,909
1681,872,911
1682,869,908
1683,866,902
1684,865,901
1685,861,898
1686,862,898
1687,864,902
1688,866,904
1689,868,908
1690,865,911
1691,863,910
1692,862,905
1693,858,903
1694,858,902
1695,857,900
1696,853,904
1697,854,907
1698,856,908
1699,857,909
1700,856,908
1701,854,907
1702,853,904
1703,854,904
1704,855,899
1705,855,898
1706,855,898
1707,851,898
1708,852,901
1709,852,905
1710,850,907
1711,853,907
1712,853,910
1713,857,909
1714,854,913
1715,854,915
1716,855,916
1717,850,913
1718,849,912
1719,847,903
1720,845,898
1721,848,895
1722,851,896
1723,851,903
1724,852,908
1725,855,909
1726,852,906
1727,850,906
1728,848,904
1729,848,901
1730,847,901
1731,844,903
1732,845,901
1733,847,911
1734,845,915
1735,845,915
1736,849,913
1737,848,909
1738,847,908
1739,845,907
1740,844,908
1741,843,908
1742,843,905
1743,842,897
1744,839,896
1745,838,896
1746,843,898
1747,842,901
1748,845,908
1749,844,914
1750,842,913
1751,841,912
1752,844,909
1753,842,905
1754,840,899
1755,834,896
1756,833,898
1757,836,898
1758,837,902
1759,839,903
1760,837,906
1761,841,910
1762,840,908
1763,841,904
1764,838,903
1765,837,902
1766,836,903
1767,835,901
1768,837,901
1769,836,901
1770,837,901
1771,837,902
1772,839,904
1773,842,909
1774,841,908
1775,837,905
1776,839,903
1777,841,901
1778,839,900
1779,839,899
1780,839,901
1781,838,902
1782,842,903
1783,840,904
1784,840,904
1785,842,903
1786,843,901
1787,842,901
1788,840,899
1789,840,896
1790,840,899
1791,838,898
1792,839,898
1793,839,903
1794,841,903
1795,842,902
1796,843,902
1797,845,904
1798,845,906
1799,842,905
1800,841,905
1801,838,903
1802,837,899
1803,837,896
1804,836,895
1805,838,898
1806,839,901
1807,842,901
1808,842,908
1809,846,907
1810,846,906
1811,843,905
1812,842,900
1813,843,896
1814,841,895
1815,840,894
1816,837,896
1817,836,899
1818,839,903
1819,842,905
1820,843,905
1821,845,903
1822,846,898
1823,845,899
1824,844,898
1825,845,899
1826,845,900
1827,844,896
1828,843,895
1829,843,894
1830,845,899
1831,846,901
1832,847,904
1833,846,904
1834,848,902
1835,845,905
1836,841,901
1837,843,900
1838,840,899
1839,840,901
1840,841,898
1841,841,899
1842,843,902
1843,844,902
1844,845,904
1845,847,906
1846,850,904
1847,848,907
1848,846,906
1849,847,905
1850,847,902
1851,845,896
1852,845,895
1853,844,896
1854,844,898
1855,845,899
1856,844,904
1857,848,905
1858,854,908
1859,855,906
1860,855,905
1861,855,901
1862,856,902
1863,855,901
1864,854,898
1865,854,894
1866,854,889
1867,857,884
1868,859,887
1869,863,886
1870,863,891
1871,862,893
1872,862,891
1873,859,888
1874,858,888
1875,856,885
1876,853,888
1877,853,892
1878,857,895
1879,857,894
1880,859,895
1881,864,897
1882,862,897
1883,861,901
1884,861,900
1885,858,902
1886,856,903
1887,857,903
1888,853,899
1889,849,902
1890,852,898
1891,847,896
1892,847,899
1893,849,902
1894,850,904
1895,852,904
1896,852,905
1897,851,905
1898,849,906
1899,850,904
1900,847,905
1901,847,904
1902,848,903
1903,851,903
1904,853,906
1905,857,909
1906,857,909
1907,858,909
1908,858,905
1909,860,893
1910,864,872
1911,870,847
1912,883,814
1913,900,781
1914,922,750
1915,951,722
1916,977,707
1917,1003,703
1918,1027,708
1919,1044,726
1920,1055,746
1921,1065,768
1922,1067,792
1923,1072,809
1924,1073,825
1925,1073,840
1926,1068,855
1927,1059,870
1928,1049,882
1929,1039,895
1930,1028,901
1931,1015,905
1932,998,905
1933,980,906
1934,964,904
1935,946,906
1936,927,906
1937,909,906
1938,895,908
1939,882,908
1940,873,914
1941,868,914
1942,863,917
1943,863,917
1944,861,917
1945,863,915
1946,860,911
1947,859,911
1948,859,910
1949,859,911
1950,860,914
1951,861,916
1952,863,919
1953,864,921
1954,863,922
1955,863,922
1956,863,920
1957,865,920
1958,862,915
1959,861,912
1960,863,911
1961,861,909
1962,865,911
1963,866,914
1964,867,913
1965,867,915
1966,869,916
1967,871,915
1968,871,916
1969,869,915
1970,868,914
1971,867,913
1972,867,911
1973,868,914
1974,867,916
1975,869,918
1976,869,923
1977,875,924
1978,876,918
1979,876,913
1980,875,910
1981,873,909
1982,870,907
1983,872,912
1984,873,916
1985,873,918
1986,874,919
1987,875,916
1988,876,914
1989,880,913
1990,880,914
1991,879,914
1992,876,915
1993,876,915
1994,877,913
1995,876,910
1996,877,909
1997,874,908
1998,877,910
1999,879,915
2000,882,918
2001,885,920
2002,887,919
2003,887,918
2004,883,917
2005,881,916
2006,880,911
2007,881,910
2008,882,911
2009,882,914
2010,884,916
2011,886,919
2012,888,921
2013,890,922
2014,890,919
2015,891,918
2016,888,912
2017,888,910
2018,887,909
2019,887,907
2020,887,909
2021,885,910
2022,886,907
2023,886,907
2024,885,907
2025,887,911
2026,888,907
2027,886,909
2028,885,911
2029,884,912
2030,880,910
2031,880,908
2032,876,905
2033,872,906
2034,873,908
2035,874,909
2036,873,910
2037,874,911
2038,871,909
2039,868,906
2040,866,902
2041,865,902
2042,863,901
2043,860,902
2044,859,902
2045,857,906
2046,857,907
2047,854,908
2048,855,910
2049,857,910
2050,856,911
2051,853,909
2052,851,908
2053,850,906
2054,849,906
2055,848,906
2056,845,905
2057,844,908
2058,845,911
2059,846,911
2060,847,911
2061,851,910
2062,852,907
2063,855,906
2064,854,903
2065,855,904
2066,849,903
2067,848,905
2068,849,907
2069,850,908
2070,851,908
2071,852,909
2072,854,912
2073,856,908
2074,855,909
2075,855,906
2076,854,906
2077,853,903
2078,852,907
2079,851,905
2080,849,907
2081,850,909
2082,849,908
2083,848,910
2084,850,912
2085,851,912
2086,852,912
2087,852,914
2088,852,913
2089,848,910
2090,848,908
2091,846,904
2092,845,903
2093,844,903
2094,846,907
2095,845,911
2096,847,914
2097,849,914
2098,847,914
2099,847,912
2100,845,908
2101,845,904
2102,844,903
2103,841,904
2104,841,907
2105,840,910
2106,840,909
2107,842,910
2108,844,910
2109,845,913
2110,849,910
2111,848,909
2112,848,908
2113,848,909
2114,848,906
2115,844,904
2116,841,906
2117,843,906
2118,844,908
2119,846,908
2120,846,910
2121,849,910
2122,849,910
2123,850,910
2124,850,907
2125,845,906
2126,846,904
2127,848,902
